"";"uf";"codUf";"codIbge";"nomeMun"
"1396";"MG";"31";"3102803";"ANDRELANDIA"
"1397";"MG";"31";"3102852";"ANGELANDIA"
"1398";"MG";"31";"3102902";"ANTONIO CARLOS"
"1399";"MG";"31";"3103009";"ANTONIO DIAS"
"1400";"MG";"31";"3103108";"ANTONIO PRADO DE MINAS"
"1401";"MG";"31";"3103207";"ARACAI"
"1402";"MG";"31";"3103306";"ARACITABA"
"1403";"MG";"31";"3103405";"ARACUAI"
"1404";"MG";"31";"3103504";"ARAGUARI"
"1405";"MG";"31";"3103603";"ARANTINA"
"1406";"MG";"31";"3103702";"ARAPONGA"
"1407";"MG";"31";"3103751";"ARAPORA"
"1408";"MG";"31";"3103801";"ARAPUA"
"1409";"MG";"31";"3103900";"ARAUJOS"
"1410";"MG";"31";"3104007";"ARAXA"
"1411";"MG";"31";"3104106";"ARCEBURGO"
"1412";"MG";"31";"3104205";"ARCOS"
"1413";"MG";"31";"3104304";"AREADO"
"1414";"MG";"31";"3104403";"ARGIRITA"
"1415";"MG";"31";"3104452";"ARICANDUVA"
"1416";"MG";"31";"3104502";"ARINOS"
"1417";"MG";"31";"3104601";"ASTOLFO DUTRA"
"1418";"MG";"31";"3104700";"ATALEIA"
"1419";"MG";"31";"3104809";"AUGUSTO DE LIMA"
"1420";"MG";"31";"3104908";"BAEPENDI"
"1421";"MG";"31";"3105004";"BALDIM"
"1422";"MG";"31";"3105103";"BAMBUI"
"1423";"MG";"31";"3105202";"BANDEIRA"
"1424";"MG";"31";"3105301";"BANDEIRA DO SUL"
"1425";"MG";"31";"3105400";"BARAO DE COCAIS"
"1426";"MG";"31";"3105509";"BARAO DE MONTE ALTO"
"1427";"MG";"31";"3105608";"BARBACENA"
"1428";"MG";"31";"3105707";"BARRA LONGA"
"1429";"MG";"31";"3105905";"BARROSO"
"1430";"MG";"31";"3106002";"BELA VISTA DE MINAS"
"1431";"MG";"31";"3106101";"BELMIRO BRAGA"
"1432";"MG";"31";"3106200";"BELO HORIZONTE"
"1433";"MG";"31";"3106309";"BELO ORIENTE"
"1434";"MG";"31";"3106408";"BELO VALE"
"1435";"MG";"31";"3106507";"BERILO"
"1436";"MG";"31";"3106655";"BERIZAL"
"1437";"MG";"31";"3106606";"BERTOPOLIS"
"1438";"MG";"31";"3106705";"BETIM"
"1439";"MG";"31";"3106804";"BIAS FORTES"
"1440";"MG";"31";"3106903";"BICAS"
"1441";"MG";"31";"3107000";"BIQUINHAS"
"1442";"MG";"31";"3107109";"BOA ESPERANCA"
"1443";"MG";"31";"3107208";"BOCAINA DE MINAS"
"1444";"MG";"31";"3107307";"BOCAIUVA"
"1445";"MG";"31";"3107406";"BOM DESPACHO"
"1446";"MG";"31";"3107505";"BOM JARDIM DE MINAS"
"1447";"MG";"31";"3107604";"BOM JESUS DA PENHA"
"1448";"MG";"31";"3107703";"BOM JESUS DO AMPARO"
"1449";"MG";"31";"3107802";"BOM JESUS DO GALHO"
"1450";"MG";"31";"3107901";"BOM REPOUSO"
"1451";"MG";"31";"3108008";"BOM SUCESSO"
"1452";"MG";"31";"3108107";"BONFIM"
"1453";"MG";"31";"3108206";"BONFINOPOLIS DE MINAS"
"1454";"MG";"31";"3108255";"BONITO DE MINAS"
"1455";"MG";"31";"3108305";"BORDA DA MATA"
"1456";"MG";"31";"3108404";"BOTELHOS"
"1457";"MG";"31";"3108503";"BOTUMIRIM"
"1458";"MG";"31";"3108701";"BRAS PIRES"
"1459";"MG";"31";"3108552";"BRASILANDIA DE MINAS"
"1460";"MG";"31";"3108602";"BRASILIA DE MINAS"
"1461";"MG";"31";"3108909";"BRASOPOLIS"
"1462";"MG";"31";"3108800";"BRAUNAS"
"1463";"MG";"31";"3108909";"BRAZOPOLIS"
"1464";"MG";"31";"3109006";"BRUMADINHO"
"1465";"MG";"31";"3109105";"BUENO BRANDAO"
"1466";"MG";"31";"3109204";"BUENOPOLIS"
"1467";"MG";"31";"3109253";"BUGRE"
"1468";"MG";"31";"3109303";"BURITIS"
"1469";"MG";"31";"3109402";"BURITIZEIRO"
"1470";"MG";"31";"3109451";"CABECEIRA GRANDE"
"1471";"MG";"31";"3109501";"CABO VERDE"
"1472";"MG";"31";"3109600";"CACHOEIRA DA PRATA"
"1473";"MG";"31";"3109709";"CACHOEIRA DE MINAS"
"1474";"MG";"31";"3102704";"CACHOEIRA DE PAJEU"
"1475";"MG";"31";"3109808";"CACHOEIRA DOURADA"
"1476";"MG";"31";"3109907";"CAETANOPOLIS"
"1477";"MG";"31";"3110004";"CAETE"
"1478";"MG";"31";"3110103";"CAIANA"
"1479";"MG";"31";"3110202";"CAJURI"
"1480";"MG";"31";"3110301";"CALDAS"
"1481";"MG";"31";"3110400";"CAMACHO"
"1482";"MG";"31";"3110509";"CAMANDUCAIA"
"1483";"MG";"31";"3110608";"CAMBUI"
"1484";"MG";"31";"3110707";"CAMBUQUIRA"
"1485";"MG";"31";"3110806";"CAMPANARIO"
"1486";"MG";"31";"3110905";"CAMPANHA"
"1487";"MG";"31";"3111002";"CAMPESTRE"
"1488";"MG";"31";"3111101";"CAMPINA VERDE"
"1489";"MG";"31";"3111150";"CAMPO AZUL"
"1490";"MG";"31";"3111200";"CAMPO BELO"
"1491";"MG";"31";"3111309";"CAMPO DO MEIO"
"1492";"MG";"31";"3111408";"CAMPO FLORIDO"
"1493";"MG";"31";"3111507";"CAMPOS ALTOS"
"1494";"MG";"31";"3111606";"CAMPOS GERAIS"
"1495";"MG";"31";"3111903";"CANA VERDE"
"1496";"MG";"31";"3111705";"CANAA"
"1497";"MG";"31";"3111804";"CANAPOLIS"
"1498";"MG";"31";"3112000";"CANDEIAS"
"1499";"MG";"31";"3112059";"CANTAGALO"
"1500";"MG";"31";"3112109";"CAPARAO"
"1501";"MG";"31";"3112208";"CAPELA NOVA"
"1502";"MG";"31";"3112307";"CAPELINHA"
"1503";"MG";"31";"3112406";"CAPETINGA"
"1504";"MG";"31";"3112505";"CAPIM BRANCO"
"1505";"MG";"31";"3112604";"CAPINOPOLIS"
"1506";"MG";"31";"3112653";"CAPITAO ANDRADE"
"1507";"MG";"31";"3112703";"CAPITAO ENEAS"
"1508";"MG";"31";"3112802";"CAPITOLIO"
"1509";"MG";"31";"3112901";"CAPUTIRA"
"1510";"MG";"31";"3113008";"CARAI"
"1511";"MG";"31";"3113107";"CARANAIBA"
"1512";"MG";"31";"3113206";"CARANDAI"
"1513";"MG";"31";"3113305";"CARANGOLA"
"1514";"MG";"31";"3113404";"CARATINGA"
"1515";"MG";"31";"3113503";"CARBONITA"
"1516";"MG";"31";"3113602";"CAREACU"
"1517";"MG";"31";"3113701";"CARLOS CHAGAS"
"1518";"MG";"31";"3113800";"CARMESIA"
"1519";"MG";"31";"3113909";"CARMO DA CACHOEIRA"
"1520";"MG";"31";"3114006";"CARMO DA MATA"
"1521";"MG";"31";"3114105";"CARMO DE MINAS"
"1522";"MG";"31";"3114204";"CARMO DO CAJURU"
"1523";"MG";"31";"3114303";"CARMO DO PARANAIBA"
"1524";"MG";"31";"3114402";"CARMO DO RIO CLARO"
"1525";"MG";"31";"3114501";"CARMOPOLIS DE MINAS"
"1526";"MG";"31";"3114550";"CARNEIRINHO"
"1527";"MG";"31";"3114600";"CARRANCAS"
"1528";"MG";"31";"3114709";"CARVALHOPOLIS"
"1529";"MG";"31";"3114808";"CARVALHOS"
"1530";"MG";"31";"3114907";"CASA GRANDE"
"1531";"MG";"31";"3115003";"CASCALHO RICO"
"1532";"MG";"31";"3115102";"CASSIA"
"1533";"MG";"31";"3115300";"CATAGUASES"
"1534";"MG";"31";"3115359";"CATAS ALTAS"
"1535";"MG";"31";"3115409";"CATAS ALTAS DA NORUEGA"
"1536";"MG";"31";"3115458";"CATUJI"
"1537";"MG";"31";"3115474";"CATUTI"
"1538";"MG";"31";"3115508";"CAXAMBU"
"1539";"MG";"31";"3115607";"CEDRO DO ABAETE"
"1540";"MG";"31";"3115706";"CENTRAL DE MINAS"
"1541";"MG";"31";"3115805";"CENTRALINA"
"1542";"MG";"31";"3115904";"CHACARA"
"1543";"MG";"31";"3116001";"CHALE"
"1544";"MG";"31";"3116100";"CHAPADA DO NORTE"
"1545";"MG";"31";"3116159";"CHAPADA GAUCHA"
"1546";"MG";"31";"3116209";"CHIADOR"
"1547";"MG";"31";"3116308";"CIPOTANEA"
"1548";"MG";"31";"3116407";"CLARAVAL"
"1549";"MG";"31";"3116506";"CLARO DOS POCOES"
"1550";"MG";"31";"3116605";"CLAUDIO"
"1551";"MG";"31";"3116704";"COIMBRA"
"1552";"MG";"31";"3116803";"COLUNA"
"1553";"MG";"31";"3116902";"COMENDADOR GOMES"
"1554";"MG";"31";"3117009";"COMERCINHO"
"1555";"MG";"31";"3117108";"CONCEICAO DA APARECIDA"
"1556";"MG";"31";"3115201";"CONCEICAO DA BARRA DE MINAS"
"1557";"MG";"31";"3117306";"CONCEICAO DAS ALAGOAS"
"1558";"MG";"31";"3117207";"CONCEICAO DAS PEDRAS"
"1559";"MG";"31";"3117405";"CONCEICAO DE IPANEMA"
"1560";"MG";"31";"3117504";"CONCEICAO DO MATO DENTRO"
"1561";"MG";"31";"3117603";"CONCEICAO DO PARA"
"1562";"MG";"31";"3117702";"CONCEICAO DO RIO VERDE"
"1563";"MG";"31";"3117801";"CONCEICAO DOS OUROS"
"1564";"MG";"31";"3117836";"CONEGO MARINHO"
"1565";"MG";"31";"3117876";"CONFINS"
"1566";"MG";"31";"3117900";"CONGONHAL"
"1567";"MG";"31";"3118007";"CONGONHAS"
"1568";"MG";"31";"3118106";"CONGONHAS DO NORTE"
"1569";"MG";"31";"3118205";"CONQUISTA"
"1570";"MG";"31";"3118304";"CONSELHEIRO LAFAIETE"
"1571";"MG";"31";"3118403";"CONSELHEIRO PENA"
"1572";"MG";"31";"3118502";"CONSOLACAO"
"1573";"MG";"31";"3118601";"CONTAGEM"
"1574";"MG";"31";"3118700";"COQUEIRAL"
"1575";"MG";"31";"3118809";"CORACAO DE JESUS"
"1576";"MG";"31";"3118908";"CORDISBURGO"
"1577";"MG";"31";"3119005";"CORDISLANDIA"
"1578";"MG";"31";"3119104";"CORINTO"
"1579";"MG";"31";"3119203";"COROACI"
"1580";"MG";"31";"3119302";"COROMANDEL"
"1581";"MG";"31";"3119401";"CORONEL FABRICIANO"
"1582";"MG";"31";"3119500";"CORONEL MURTA"
"1583";"MG";"31";"3119609";"CORONEL PACHECO"
"1584";"MG";"31";"3119708";"CORONEL XAVIER CHAVES"
"1585";"MG";"31";"3119807";"CORREGO DANTA"
"1586";"MG";"31";"3119906";"CORREGO DO BOM JESUS"
"1587";"MG";"31";"3119955";"CORREGO FUNDO"
"1588";"MG";"31";"3120003";"CORREGO NOVO"
"1589";"MG";"31";"3120102";"COUTO DE MAGALHAES DE MINAS"
"1590";"MG";"31";"3120151";"CRISOLITA"
"1591";"MG";"31";"3120201";"CRISTAIS"
"1592";"MG";"31";"3120300";"CRISTALIA"
"1593";"MG";"31";"3120409";"CRISTIANO OTONI"
"1594";"MG";"31";"3120508";"CRISTINA"
"1595";"MG";"31";"3120607";"CRUCILANDIA"
"1596";"MG";"31";"3120706";"CRUZEIRO DA FORTALEZA"
"1597";"MG";"31";"3120805";"CRUZILIA"
"1598";"MG";"31";"3120839";"CUPARAQUE"
"1599";"MG";"31";"3120870";"CURRAL DE DENTRO"
"1600";"MG";"31";"3120904";"CURVELO"
"1601";"MG";"31";"3121001";"DATAS"
"1602";"MG";"31";"3121100";"DELFIM MOREIRA"
"1603";"MG";"31";"3121209";"DELFINOPOLIS"
"1604";"MG";"31";"3121258";"DELTA"
"1605";"MG";"31";"3121308";"DESCOBERTO"
"1606";"MG";"31";"3121407";"DESTERRO DE ENTRE RIOS"
"1607";"MG";"31";"3121506";"DESTERRO DO MELO"
"1608";"MG";"31";"3121605";"DIAMANTINA"
"1609";"MG";"31";"3121704";"DIOGO DE VASCONCELOS"
"1610";"MG";"31";"3121803";"DIONISIO"
"1611";"MG";"31";"3121902";"DIVINESIA"
"1612";"MG";"31";"3122009";"DIVINO"
"1613";"MG";"31";"3122108";"DIVINO DAS LARANJEIRAS"
"1614";"MG";"31";"3122207";"DIVINOLANDIA DE MINAS"
"1615";"MG";"31";"3122306";"DIVINOPOLIS"
"1616";"MG";"31";"3122355";"DIVISA ALEGRE"
"1617";"MG";"31";"3122405";"DIVISA NOVA"
"1618";"MG";"31";"3122454";"DIVISOPOLIS"
"1619";"MG";"31";"3122470";"DOM BOSCO"
"1620";"MG";"31";"3122504";"DOM CAVATI"
"1621";"MG";"31";"3122603";"DOM JOAQUIM"
"1622";"MG";"31";"3122702";"DOM SILVERIO"
"1623";"MG";"31";"3122801";"DOM VICOSO"
"1624";"MG";"31";"3122900";"DONA EUSEBIA"
"1625";"MG";"31";"3122900";"DONA EUZEBIA"
"1626";"MG";"31";"3123007";"DORES DE CAMPOS"
"1627";"MG";"31";"3123106";"DORES DE GUANHAES"
"1628";"MG";"31";"3123205";"DORES DO INDAIA"
"1629";"MG";"31";"3123304";"DORES DO TURVO"
"1630";"MG";"31";"3123403";"DORESOPOLIS"
"1631";"MG";"31";"3123502";"DOURADOQUARA"
"1632";"MG";"31";"3123528";"DURANDE"
"1633";"MG";"31";"3123601";"ELOI MENDES"
"1634";"MG";"31";"3123700";"ENGENHEIRO CALDAS"
"1635";"MG";"31";"3123809";"ENGENHEIRO NAVARRO"
"1636";"MG";"31";"3123858";"ENTRE FOLHAS"
"1637";"MG";"31";"3123908";"ENTRE RIOS DE MINAS"
"1638";"MG";"31";"3124005";"ERVALIA"
"1639";"MG";"31";"3124104";"ESMERALDAS"
"1640";"MG";"31";"3124203";"ESPERA FELIZ"
"1641";"MG";"31";"3124302";"ESPINOSA"
"1642";"MG";"31";"3124401";"ESPIRITO SANTO DO DOURADO"
"1643";"MG";"31";"3124500";"ESTIVA"
"1644";"MG";"31";"3124609";"ESTRELA DALVA"
"1645";"MG";"31";"3124708";"ESTRELA DO INDAIA"
"1646";"MG";"31";"3124807";"ESTRELA DO SUL"
"1647";"MG";"31";"3124906";"EUGENOPOLIS"
"1648";"MG";"31";"3125002";"EWBANK DA CAMARA"
"1649";"MG";"31";"3125101";"EXTREMA"
"1650";"MG";"31";"3125200";"FAMA"
"1651";"MG";"31";"3125309";"FARIA LEMOS"
"1652";"MG";"31";"3125408";"FELICIO DOS SANTOS"
"1653";"MG";"31";"3125606";"FELISBURGO"
"1654";"MG";"31";"3125705";"FELIXLANDIA"
"1655";"MG";"31";"3125804";"FERNANDES TOURINHO"
"1656";"MG";"31";"3125903";"FERROS"
"1657";"MG";"31";"3125952";"FERVEDOURO"
"1658";"MG";"31";"3126000";"FLORESTAL"
"1659";"MG";"31";"3126109";"FORMIGA"
"1660";"MG";"31";"3126208";"FORMOSO"
"1661";"MG";"31";"3126307";"FORTALEZA DE MINAS"
"1662";"MG";"31";"3126406";"FORTUNA DE MINAS"
"1663";"MG";"31";"3126505";"FRANCISCO BADARO"
"1664";"MG";"31";"3126604";"FRANCISCO DUMONT"
"1665";"MG";"31";"3126703";"FRANCISCO SA"
"1666";"MG";"31";"3126752";"FRANCISCOPOLIS"
"1667";"MG";"31";"3126802";"FREI GASPAR"
"1668";"MG";"31";"3126901";"FREI INOCENCIO"
"1669";"MG";"31";"3126950";"FREI LAGONEGRO"
"1670";"MG";"31";"3127008";"FRONTEIRA"
"1671";"MG";"31";"3127057";"FRONTEIRA DOS VALES"
"1672";"MG";"31";"3127073";"FRUTA DE LEITE"
"1673";"MG";"31";"3127107";"FRUTAL"
"1674";"MG";"31";"3127206";"FUNILANDIA"
"1675";"MG";"31";"3127305";"GALILEIA"
"1676";"MG";"31";"3127339";"GAMELEIRAS"
"1677";"MG";"31";"3127354";"GLAUCILANDIA"
"1678";"MG";"31";"3127370";"GOIABEIRA"
"1679";"MG";"31";"3127388";"GOIANA"
"1680";"MG";"31";"3127404";"GONCALVES"
"1681";"MG";"31";"3127503";"GONZAGA"
"1682";"MG";"31";"3127602";"GOUVEA"
"1683";"MG";"31";"3127602";"GOUVEIA"
"1684";"MG";"31";"3127701";"GOVERNADOR VALADARES"
"1685";"MG";"31";"3127800";"GRAO MOGOL"
"1686";"MG";"31";"3127909";"GRUPIARA"
"1687";"MG";"31";"3128006";"GUANHAES"
"1688";"MG";"31";"3128105";"GUAPE"
"1689";"MG";"31";"3128204";"GUARACIABA"
"1690";"MG";"31";"3128253";"GUARACIAMA"
"1691";"MG";"31";"3128303";"GUARANESIA"
"1692";"MG";"31";"3128402";"GUARANI"
"1693";"MG";"31";"3128501";"GUARARA"
"1694";"MG";"31";"3128600";"GUARDA-MOR"
"1695";"MG";"31";"3128709";"GUAXUPE"
"1696";"MG";"31";"3128808";"GUIDOVAL"
"1697";"MG";"31";"3128907";"GUIMARANIA"
"1698";"MG";"31";"3129004";"GUIRICEMA"
"1699";"MG";"31";"3129103";"GURINHATA"
"1700";"MG";"31";"3129202";"HELIODORA"
"1701";"MG";"31";"3129301";"IAPU"
"1702";"MG";"31";"3129400";"IBERTIOGA"
"1703";"MG";"31";"3129509";"IBIA"
"1704";"MG";"31";"3129608";"IBIAI"
"1705";"MG";"31";"3129657";"IBIRACATU"
"1706";"MG";"31";"3129707";"IBIRACI"
"1707";"MG";"31";"3129806";"IBIRITE"
"1708";"MG";"31";"3129905";"IBITIURA DE MINAS"
"1709";"MG";"31";"3130002";"IBITURUNA"
"1710";"MG";"31";"3130051";"ICARAI DE MINAS"
"1711";"MG";"31";"3130101";"IGARAPE"
"1712";"MG";"31";"3130200";"IGARATINGA"
"1713";"MG";"31";"3130309";"IGUATAMA"
"1714";"MG";"31";"3130408";"IJACI"
"1715";"MG";"31";"3130507";"ILICINEA"
"1716";"MG";"31";"3130556";"IMBE DE MINAS"
"1717";"MG";"31";"3130606";"INCONFIDENTES"
"1718";"MG";"31";"3130655";"INDAIABIRA"
"1719";"MG";"31";"3130705";"INDIANOPOLIS"
"1720";"MG";"31";"3130804";"INGAI"
"1721";"MG";"31";"3130903";"INHAPIM"
"1722";"MG";"31";"3131000";"INHAUMA"
"1723";"MG";"31";"3131109";"INIMUTABA"
"1724";"MG";"31";"3131158";"IPABA"
"1725";"MG";"31";"3131208";"IPANEMA"
"1726";"MG";"31";"3131307";"IPATINGA"
"1727";"MG";"31";"3131406";"IPIACU"
"1728";"MG";"31";"3131505";"IPUIUNA"
"1729";"MG";"31";"3131604";"IRAI DE MINAS"
"1730";"MG";"31";"3131703";"ITABIRA"
"1731";"MG";"31";"3131802";"ITABIRINHA"
"1732";"MG";"31";"3131802";"ITABIRINHA DE MANTENA"
"1733";"MG";"31";"3131901";"ITABIRITO"
"1734";"MG";"31";"3132008";"ITACAMBIRA"
"1735";"MG";"31";"3132107";"ITACARAMBI"
"1736";"MG";"31";"3132206";"ITAGUARA"
"1737";"MG";"31";"3132305";"ITAIPE"
"1738";"MG";"31";"3132404";"ITAJUBA"
"1739";"MG";"31";"3132503";"ITAMARANDIBA"
"1740";"MG";"31";"3132602";"ITAMARATI DE MINAS"
"1741";"MG";"31";"3132701";"ITAMBACURI"
"1742";"MG";"31";"3132800";"ITAMBE DO MATO DENTRO"
"1743";"MG";"31";"3132909";"ITAMOGI"
"1744";"MG";"31";"3133006";"ITAMONTE"
"1745";"MG";"31";"3133105";"ITANHANDU"
"1746";"MG";"31";"3133204";"ITANHOMI"
"1747";"MG";"31";"3133303";"ITAOBIM"
"1748";"MG";"31";"3133402";"ITAPAGIPE"
"1749";"MG";"31";"3133501";"ITAPECERICA"
"1750";"MG";"31";"3133600";"ITAPEVA"
"1751";"MG";"31";"3133709";"ITATIAIUCU"
"1752";"MG";"31";"3133758";"ITAU DE MINAS"
"1753";"MG";"31";"3133808";"ITAUNA"
"1754";"MG";"31";"3133907";"ITAVERAVA"
"1755";"MG";"31";"3134004";"ITINGA"
"1756";"MG";"31";"3134103";"ITUETA"
"1757";"MG";"31";"3134202";"ITUIUTABA"
"1758";"MG";"31";"3134301";"ITUMIRIM"
"1759";"MG";"31";"3134400";"ITURAMA"
"1760";"MG";"31";"3134509";"ITUTINGA"
"1761";"MG";"31";"3134608";"JABOTICATUBAS"
"1762";"MG";"31";"3134707";"JACINTO"
"1763";"MG";"31";"3134806";"JACUI"
"1764";"MG";"31";"3134905";"JACUTINGA"
"1765";"MG";"31";"3135001";"JAGUARACU"
"1766";"MG";"31";"3135050";"JAIBA"
"1767";"MG";"31";"3135076";"JAMPRUCA"
"1768";"MG";"31";"3135100";"JANAUBA"
"1769";"MG";"31";"3135209";"JANUARIA"
"1770";"MG";"31";"3135308";"JAPARAIBA"
"1771";"MG";"31";"3135357";"JAPONVAR"
"1772";"MG";"31";"3135407";"JECEABA"
"1773";"MG";"31";"3135456";"JENIPAPO DE MINAS"
"1774";"MG";"31";"3135506";"JEQUERI"
"1775";"MG";"31";"3135605";"JEQUITAI"
"1776";"MG";"31";"3135704";"JEQUITIBA"
"1777";"MG";"31";"3135803";"JEQUITINHONHA"
"1778";"MG";"31";"3135902";"JESUANIA"
"1779";"MG";"31";"3136009";"JOAIMA"
"1780";"MG";"31";"3136108";"JOANESIA"
"1781";"MG";"31";"3136207";"JOAO MONLEVADE"
"1782";"MG";"31";"3136306";"JOAO PINHEIRO"
"1783";"MG";"31";"3136405";"JOAQUIM FELICIO"
"1784";"MG";"31";"3136504";"JORDANIA"
"1785";"MG";"31";"3136520";"JOSE GONCALVES DE MINAS"
"1786";"MG";"31";"3136553";"JOSE RAYDAN"
"1787";"MG";"31";"3136579";"JOSENOPOLIS"
"1788";"MG";"31";"3136652";"JUATUBA"
"1789";"MG";"31";"3136702";"JUIZ DE FORA"
"1790";"MG";"31";"3136801";"JURAMENTO"
"1791";"MG";"31";"3136900";"JURUAIA"
"1792";"MG";"31";"3136959";"JUVENILIA"
"1793";"MG";"31";"3137007";"LADAINHA"
"1794";"MG";"31";"3137106";"LAGAMAR"
"1795";"MG";"31";"3137205";"LAGOA DA PRATA"
"1796";"MG";"31";"3137304";"LAGOA DOS PATOS"
"1797";"MG";"31";"3137403";"LAGOA DOURADA"
"1798";"MG";"31";"3137502";"LAGOA FORMOSA"
"1799";"MG";"31";"3137536";"LAGOA GRANDE"
"1800";"MG";"31";"3137601";"LAGOA SANTA"
"1801";"MG";"31";"3137700";"LAJINHA"
"1802";"MG";"31";"3137809";"LAMBARI"
"1803";"MG";"31";"3137908";"LAMIM"
"1804";"MG";"31";"3138005";"LARANJAL"
"1805";"MG";"31";"3138104";"LASSANCE"
"1806";"MG";"31";"3138203";"LAVRAS"
"1807";"MG";"31";"3138302";"LEANDRO FERREIRA"
"1808";"MG";"31";"3138351";"LEME DO PRADO"
"1809";"MG";"31";"3138401";"LEOPOLDINA"
"1810";"MG";"31";"3138500";"LIBERDADE"
"1811";"MG";"31";"3138609";"LIMA DUARTE"
"1812";"MG";"31";"3138625";"LIMEIRA DO OESTE"
"1813";"MG";"31";"3138658";"LONTRA"
"1814";"MG";"31";"3138674";"LUISBURGO"
"1815";"MG";"31";"3138682";"LUISLANDIA"
"1816";"MG";"31";"3138708";"LUMINARIAS"
"1817";"MG";"31";"3138807";"LUZ"
"1818";"MG";"31";"3138906";"MACHACALIS"
"1819";"MG";"31";"3139003";"MACHADO"
"1820";"MG";"31";"3139102";"MADRE DE DEUS DE MINAS"
"1821";"MG";"31";"3139201";"MALACACHETA"
"1822";"MG";"31";"3139250";"MAMONAS"
"1823";"MG";"31";"3139300";"MANGA"
"1824";"MG";"31";"3139409";"MANHUACU"
"1825";"MG";"31";"3139508";"MANHUMIRIM"
"1826";"MG";"31";"3139607";"MANTENA"
"1827";"MG";"31";"3139805";"MAR DE ESPANHA"
"1828";"MG";"31";"3139706";"MARAVILHAS"
"1829";"MG";"31";"3139904";"MARIA DA FE"
"1830";"MG";"31";"3140001";"MARIANA"
"1831";"MG";"31";"3140100";"MARILAC"
"1832";"MG";"31";"3140159";"MARIO CAMPOS"
"1833";"MG";"31";"3140209";"MARIPA DE MINAS"
"1834";"MG";"31";"3140308";"MARLIERIA"
"1835";"MG";"31";"3140407";"MARMELOPOLIS"
"1836";"MG";"31";"3140506";"MARTINHO CAMPOS"
"1837";"MG";"31";"3140530";"MARTINS SOARES"
"1838";"MG";"31";"3140555";"MATA VERDE"
"1839";"MG";"31";"3140605";"MATERLANDIA"
"1840";"MG";"31";"3140704";"MATEUS LEME"
"1841";"MG";"31";"3171501";"MATHIAS LOBATO"
"1842";"MG";"31";"3140803";"MATIAS BARBOSA"
"1843";"MG";"31";"3140852";"MATIAS CARDOSO"
"1844";"MG";"31";"3140902";"MATIPO"
"1845";"MG";"31";"3141009";"MATO VERDE"
"1846";"MG";"31";"3141108";"MATOZINHOS"
"1847";"MG";"31";"3141207";"MATUTINA"
"1848";"MG";"31";"3141306";"MEDEIROS"
"1849";"MG";"31";"3141405";"MEDINA"
"1850";"MG";"31";"3141504";"MENDES PIMENTEL"
"1851";"MG";"31";"3141603";"MERCES"
"1852";"MG";"31";"3141702";"MESQUITA"
"1853";"MG";"31";"3141801";"MINAS NOVAS"
"1854";"MG";"31";"3141900";"MINDURI"
"1855";"MG";"31";"3142007";"MIRABELA"
"1856";"MG";"31";"3142106";"MIRADOURO"
"1857";"MG";"31";"3142205";"MIRAI"
"1858";"MG";"31";"3142254";"MIRAVANIA"
"1859";"MG";"31";"3142304";"MOEDA"
"1860";"MG";"31";"3142403";"MOEMA"
"1861";"MG";"31";"3142502";"MONJOLOS"
"1862";"MG";"31";"3142601";"MONSENHOR PAULO"
"1863";"MG";"31";"3142700";"MONTALVANIA"
"1864";"MG";"31";"3142809";"MONTE ALEGRE DE MINAS"
"1865";"MG";"31";"3142908";"MONTE AZUL"
"1866";"MG";"31";"3143005";"MONTE BELO"
"1867";"MG";"31";"3143104";"MONTE CARMELO"
"1868";"MG";"31";"3143153";"MONTE FORMOSO"
"1869";"MG";"31";"3143203";"MONTE SANTO DE MINAS"
"1870";"MG";"31";"3143401";"MONTE SIAO"
"1871";"MG";"31";"3143302";"MONTES CLAROS"
"1872";"MG";"31";"3143450";"MONTEZUMA"
"1873";"MG";"31";"3143500";"MORADA NOVA DE MINAS"
"1874";"MG";"31";"3143609";"MORRO DA GARCA"
"1875";"MG";"31";"3143708";"MORRO DO PILAR"
"1876";"MG";"31";"3143807";"MUNHOZ"
"1877";"MG";"31";"3143906";"MURIAE"
"1878";"MG";"31";"3144003";"MUTUM"
"1879";"MG";"31";"3144102";"MUZAMBINHO"
"1880";"MG";"31";"3144201";"NACIP RAYDAN"
"1881";"MG";"31";"3144300";"NANUQUE"
"1882";"MG";"31";"3144359";"NAQUE"
"1883";"MG";"31";"3144375";"NATALANDIA"
"1884";"MG";"31";"3144409";"NATERCIA"
"1885";"MG";"31";"3144508";"NAZARENO"
"1886";"MG";"31";"3144607";"NEPOMUCENO"
"1887";"MG";"31";"3144656";"NINHEIRA"
"1888";"MG";"31";"3144672";"NOVA BELEM"
"1889";"MG";"31";"3144706";"NOVA ERA"
"1890";"MG";"31";"3144805";"NOVA LIMA"
"1891";"MG";"31";"3144904";"NOVA MODICA"
"1892";"MG";"31";"3145000";"NOVA PONTE"
"1893";"MG";"31";"3145059";"NOVA PORTEIRINHA"
"1894";"MG";"31";"3145109";"NOVA RESENDE"
"1895";"MG";"31";"3145208";"NOVA SERRANA"
"1896";"MG";"31";"3136603";"NOVA UNIAO"
"1897";"MG";"31";"3145307";"NOVO CRUZEIRO"
"1898";"MG";"31";"3145356";"NOVO ORIENTE DE MINAS"
"1899";"MG";"31";"3145372";"NOVORIZONTE"
"1900";"MG";"31";"3145406";"OLARIA"
"1901";"MG";"31";"3145455";"OLHOS-D AGUA"
