"";"uf";"codUf";"codIbge";"nomeMun"
"3047";"PI";"22";"2201002";"ARRAIAL"
"3048";"PI";"22";"2201051";"ASSUNCAO DO PIAUI"
"3049";"PI";"22";"2201101";"AVELINO LOPES"
"3050";"PI";"22";"2201150";"BAIXA GRANDE DO RIBEIRO"
"3051";"PI";"22";"2201176";"BARRA D ALCANTARA"
"3052";"PI";"22";"2201176";"BARRA D'ALCANTARA"
"3053";"PI";"22";"2201176";"BARRA DALCANTARA"
"3054";"PI";"22";"2201200";"BARRAS"
"3055";"PI";"22";"2201309";"BARREIRAS DO PIAUI"
"3056";"PI";"22";"2201408";"BARRO DURO"
"3057";"PI";"22";"2201507";"BATALHA"
"3058";"PI";"22";"2201556";"BELA VISTA DO PIAUI"
"3059";"PI";"22";"2201572";"BELEM DO PIAUI"
"3060";"PI";"22";"2201606";"BENEDITINOS"
"3061";"PI";"22";"2201705";"BERTOLINIA"
"3062";"PI";"22";"2201739";"BETANIA DO PIAUI"
"3063";"PI";"22";"2201770";"BOA HORA"
"3064";"PI";"22";"2201804";"BOCAINA"
"3065";"PI";"22";"2201903";"BOM JESUS"
"3066";"PI";"22";"2201919";"BOM PRINCIPIO DO PIAUI"
"3067";"PI";"22";"2201929";"BONFIM DO PIAUI"
"3068";"PI";"22";"2201945";"BOQUEIRAO DO PIAUI"
"3069";"PI";"22";"2201960";"BRASILEIRA"
"3070";"PI";"22";"2201988";"BREJO DO PIAUI"
"3071";"PI";"22";"2202000";"BURITI DOS LOPES"
"3072";"PI";"22";"2202026";"BURITI DOS MONTES"
"3073";"PI";"22";"2202059";"CABECEIRAS DO PIAUI"
"3074";"PI";"22";"2202075";"CAJAZEIRAS DO PIAUI"
"3075";"PI";"22";"2202083";"CAJUEIRO DA PRAIA"
"3076";"PI";"22";"2202091";"CALDEIRAO GRANDE DO PIAUI"
"3077";"PI";"22";"2202109";"CAMPINAS DO PIAUI"
"3078";"PI";"22";"2202117";"CAMPO ALEGRE DO FIDALGO"
"3079";"PI";"22";"2202133";"CAMPO GRANDE DO PIAUI"
"3080";"PI";"22";"2202174";"CAMPO LARGO DO PIAUI"
"3081";"PI";"22";"2202208";"CAMPO MAIOR"
"3082";"PI";"22";"2202251";"CANAVIEIRA"
"3083";"PI";"22";"2202307";"CANTO DO BURITI"
"3084";"PI";"22";"2202406";"CAPITAO DE CAMPOS"
"3085";"PI";"22";"2202455";"CAPITAO GERVASIO DE OLIVEIRA"
"3086";"PI";"22";"2202455";"CAPITAO GERVASIO OLIVEIRA"
"3087";"PI";"22";"2202505";"CARACOL"
"3088";"PI";"22";"2202539";"CARAUBAS DO PIAUI"
"3089";"PI";"22";"2202554";"CARIDADE DO PIAUI"
"3090";"PI";"22";"2202604";"CASTELO DO PIAUI"
"3091";"PI";"22";"2202653";"CAXINGO"
"3092";"PI";"22";"2202703";"COCAL"
"3093";"PI";"22";"2202711";"COCAL DE TELHA"
"3094";"PI";"22";"2202729";"COCAL DOS ALVES"
"3095";"PI";"22";"2202737";"COIVARAS"
"3096";"PI";"22";"2202752";"COLONIA DO GURGUEIA"
"3097";"PI";"22";"2202778";"COLONIA DO PIAUI"
"3098";"PI";"22";"2202802";"CONCEICAO DO CANINDE"
"3099";"PI";"22";"2202851";"CORONEL JOSE DIAS"
"3100";"PI";"22";"2202901";"CORRENTE"
"3101";"PI";"22";"2203008";"CRISTALANDIA DO PIAUI"
"3102";"PI";"22";"2203107";"CRISTINO CASTRO"
"3103";"PI";"22";"2203206";"CURIMATA"
"3104";"PI";"22";"2203230";"CURRAIS"
"3105";"PI";"22";"2203271";"CURRAL NOVO DO PIAUI"
"3106";"PI";"22";"2203255";"CURRALINHOS"
"3107";"PI";"22";"2203305";"DEMERVAL LOBAO"
"3108";"PI";"22";"2203354";"DIRCEU ARCOVERDE"
"3109";"PI";"22";"2203404";"DOM EXPEDITO LOPES"
"3110";"PI";"22";"2203453";"DOM INOCENCIO"
"3111";"PI";"22";"2203420";"DOMINGOS MOURAO"
"3112";"PI";"22";"2203503";"ELESBAO VELOSO"
"3113";"PI";"22";"2203602";"ELISEU MARTINS"
"3114";"PI";"22";"2203701";"ESPERANTINA"
"3115";"PI";"22";"2203750";"FARTURA DO PIAUI"
"3116";"PI";"22";"2203800";"FLORES DO PIAUI"
"3117";"PI";"22";"2203859";"FLORESTA DO PIAUI"
"3118";"PI";"22";"2203909";"FLORIANO"
"3119";"PI";"22";"2204006";"FRANCINOPOLIS"
"3120";"PI";"22";"2204105";"FRANCISCO AYRES"
"3121";"PI";"22";"2204154";"FRANCISCO MACEDO"
"3122";"PI";"22";"2204204";"FRANCISCO SANTOS"
"3123";"PI";"22";"2204303";"FRONTEIRAS"
"3124";"PI";"22";"2204352";"GEMINIANO"
"3125";"PI";"22";"2204402";"GILBUES"
"3126";"PI";"22";"2204501";"GUADALUPE"
"3127";"PI";"22";"2204550";"GUARIBAS"
"3128";"PI";"22";"2204600";"HUGO NAPOLEAO"
"3129";"PI";"22";"2204659";"ILHA GRANDE"
"3130";"PI";"22";"2204709";"INHUMA"
"3131";"PI";"22";"2204808";"IPIRANGA DO PIAUI"
"3132";"PI";"22";"2204907";"ISAIAS COELHO"
"3133";"PI";"22";"2205003";"ITAINOPOLIS"
"3134";"PI";"22";"2205102";"ITAUEIRA"
"3135";"PI";"22";"2205151";"JACOBINA DO PIAUI"
"3136";"PI";"22";"2205201";"JAICOS"
"3137";"PI";"22";"2205250";"JARDIM DO MULATO"
"3138";"PI";"22";"2205276";"JATOBA DO PIAUI"
"3139";"PI";"22";"2205300";"JERUMENHA"
"3140";"PI";"22";"2205359";"JOAO COSTA"
"3141";"PI";"22";"2205409";"JOAQUIM PIRES"
"3142";"PI";"22";"2205458";"JOCA MARQUES"
"3143";"PI";"22";"2205508";"JOSE DE FREITAS"
"3144";"PI";"22";"2205516";"JUAZEIRO DO PIAUI"
"3145";"PI";"22";"2205524";"JULIO BORGES"
"3146";"PI";"22";"2205532";"JUREMA"
"3147";"PI";"22";"2205557";"LAGOA ALEGRE"
"3148";"PI";"22";"2205573";"LAGOA DE SAO FRANCISCO"
"3149";"PI";"22";"2205565";"LAGOA DO BARRO DO PIAUI"
"3150";"PI";"22";"2205581";"LAGOA DO PIAUI"
"3151";"PI";"22";"2205599";"LAGOA DO SITIO"
"3152";"PI";"22";"2205540";"LAGOINHA DO PIAUI"
"3153";"PI";"22";"2205607";"LANDRI SALES"
"3154";"PI";"22";"2205706";"LUIS CORREIA"
"3155";"PI";"22";"2205805";"LUZILANDIA"
"3156";"PI";"22";"2205854";"MADEIRO"
"3157";"PI";"22";"2205904";"MANOEL EMIDIO"
"3158";"PI";"22";"2205953";"MARCOLANDIA"
"3159";"PI";"22";"2206001";"MARCOS PARENTE"
"3160";"PI";"22";"2206050";"MASSAPE DO PIAUI"
"3161";"PI";"22";"2206100";"MATIAS OLIMPIO"
"3162";"PI";"22";"2206209";"MIGUEL ALVES"
"3163";"PI";"22";"2206308";"MIGUEL LEAO"
"3164";"PI";"22";"2206357";"MILTON BRANDAO"
"3165";"PI";"22";"2206407";"MONSENHOR GIL"
"3166";"PI";"22";"2206506";"MONSENHOR HIPOLITO"
"3167";"PI";"22";"2206605";"MONTE ALEGRE DO PIAUI"
"3168";"PI";"22";"2206654";"MORRO CABECA NO TEMPO"
"3169";"PI";"22";"2206670";"MORRO DO CHAPEU DO PIAUI"
"3170";"PI";"22";"2206696";"MURICI DOS PORTELAS"
"3171";"PI";"22";"2206704";"NAZARE DO PIAUI"
"3172";"PI";"22";"2206720";"NAZARIA"
"3173";"PI";"22";"2206753";"NOSSA SENHORA DE NAZARE"
"3174";"PI";"22";"2206803";"NOSSA SENHORA DOS REMEDIOS"
"3175";"PI";"22";"2207959";"NOVA SANTA RITA"
"3176";"PI";"22";"2206902";"NOVO ORIENTE DO PIAUI"
"3177";"PI";"22";"2206951";"NOVO SANTO ANTONIO"
"3178";"PI";"22";"2207009";"OEIRAS"
"3179";"PI";"22";"2207108";"OLHO D AGUA DO PIAUI"
"3180";"PI";"22";"2207108";"OLHO D'AGUA DO PIAUI"
"3181";"PI";"22";"2207108";"OLHO DAGUA DO PIAUI"
"3182";"PI";"22";"2207207";"PADRE MARCOS"
"3183";"PI";"22";"2207306";"PAES LANDIM"
"3184";"PI";"22";"2207355";"PAJEU DO PIAUI"
"3185";"PI";"22";"2207405";"PALMEIRA DO PIAUI"
"3186";"PI";"22";"2207504";"PALMEIRAIS"
"3187";"PI";"22";"2207553";"PAQUETA"
"3188";"PI";"22";"2207603";"PARNAGUA"
"3189";"PI";"22";"2207702";"PARNAIBA"
"3190";"PI";"22";"2207751";"PASSAGEM FRANCA DO PIAUI"
"3191";"PI";"22";"2207777";"PATOS DO PIAUI"
"3192";"PI";"22";"2207793";"PAU D ARCO DO PIAUI"
"3193";"PI";"22";"2207793";"PAU D'ARCO DO PIAUI"
"3194";"PI";"22";"2207793";"PAU DARCO"
"3195";"PI";"22";"2207793";"PAU DARCO DO PIAUI"
"3196";"PI";"22";"2207801";"PAULISTANA"
"3197";"PI";"22";"2207850";"PAVUSSU"
"3198";"PI";"22";"2207900";"PEDRO II"
"3199";"PI";"22";"2207934";"PEDRO LAURENTINO"
"3200";"PI";"22";"2208007";"PICOS"
"3201";"PI";"22";"2208106";"PIMENTEIRAS"
"3202";"PI";"22";"2208205";"PIO IX"
"3203";"PI";"22";"2208304";"PIRACURUCA"
"3204";"PI";"22";"2208403";"PIRIPIRI"
"3205";"PI";"22";"2208502";"PORTO"
"3206";"PI";"22";"2208551";"PORTO ALEGRE DO PIAUI"
"3207";"PI";"22";"2208601";"PRATA DO PIAUI"
"3208";"PI";"22";"2208650";"QUEIMADA NOVA"
"3209";"PI";"22";"2208700";"REDENCAO DO GURGUEIA"
"3210";"PI";"22";"2208809";"REGENERACAO"
"3211";"PI";"22";"2208858";"RIACHO FRIO"
"3212";"PI";"22";"2208874";"RIBEIRA DO PIAUI"
"3213";"PI";"22";"2208908";"RIBEIRO GONCALVES"
"3214";"PI";"22";"2209005";"RIO GRANDE DO PIAUI"
"3215";"PI";"22";"2209104";"SANTA CRUZ DO PIAUI"
"3216";"PI";"22";"2209153";"SANTA CRUZ DOS MILAGRES"
"3217";"PI";"22";"2209203";"SANTA FILOMENA"
"3218";"PI";"22";"2209302";"SANTA LUZ"
"3219";"PI";"22";"2209377";"SANTA ROSA DO PIAUI"
"3220";"PI";"22";"2209351";"SANTANA DO PIAUI"
"3221";"PI";"22";"2209401";"SANTO ANTONIO DE LISBOA"
"3222";"PI";"22";"2209450";"SANTO ANTONIO DOS MILAGRES"
"3223";"PI";"22";"2209500";"SANTO INACIO DO PIAUI"
"3224";"PI";"22";"2209559";"SAO BRAZ DO PIAUI"
"3225";"PI";"22";"2209609";"SAO FELIX DO PIAUI"
"3226";"PI";"22";"2209658";"SAO FRANCISCO DE ASSIS DO PIAUI"
"3227";"PI";"22";"2209708";"SAO FRANCISCO DO PIAUI"
"3228";"PI";"22";"2209757";"SAO GONCALO DO GURGUEIA"
"3229";"PI";"22";"2209807";"SAO GONCALO DO PIAUI"
"3230";"PI";"22";"2209856";"SAO JOAO DA CANABRAVA"
"3231";"PI";"22";"2209872";"SAO JOAO DA FRONTEIRA"
"3232";"PI";"22";"2209906";"SAO JOAO DA SERRA"
"3233";"PI";"22";"2209955";"SAO JOAO DA VARJOTA"
"3234";"PI";"22";"2209971";"SAO JOAO DO ARRAIAL"
"3235";"PI";"22";"2210003";"SAO JOAO DO PIAUI"
"3236";"PI";"22";"2210052";"SAO JOSE DO DIVINO"
"3237";"PI";"22";"2210102";"SAO JOSE DO PEIXE"
"3238";"PI";"22";"2210201";"SAO JOSE DO PIAUI"
"3239";"PI";"22";"2210300";"SAO JULIAO"
"3240";"PI";"22";"2210359";"SAO LOURENCO DO PIAUI"
"3241";"PI";"22";"2210375";"SAO LUIS DO PIAUI"
"3242";"PI";"22";"2210383";"SAO MIGUEL DA BAIXA GRANDE"
"3243";"PI";"22";"2210391";"SAO MIGUEL DO FIDALGO"
"3244";"PI";"22";"2210409";"SAO MIGUEL DO TAPUIO"
"3245";"PI";"22";"2210508";"SAO PEDRO DO PIAUI"
"3246";"PI";"22";"2210607";"SAO RAIMUNDO NONATO"
"3247";"PI";"22";"2210623";"SEBASTIAO BARROS"
"3248";"PI";"22";"2210631";"SEBASTIAO LEAL"
"3249";"PI";"22";"2210656";"SIGEFREDO PACHECO"
"3250";"PI";"22";"2210706";"SIMOES"
"3251";"PI";"22";"2210805";"SIMPLICIO MENDES"
"3252";"PI";"22";"2210904";"SOCORRO DO PIAUI"
"3253";"PI";"22";"2210938";"SUSSUAPARA"
"3254";"PI";"22";"2210953";"TAMBORIL DO PIAUI"
"3255";"PI";"22";"2210979";"TANQUE DO PIAUI"
"3256";"PI";"22";"2211001";"TERESINA"
"3257";"PI";"22";"2211100";"UNIAO"
"3258";"PI";"22";"2211209";"URUCUI"
"3259";"PI";"22";"2211308";"VALENCA DO PIAUI"
"3260";"PI";"22";"2211357";"VARZEA BRANCA"
"3261";"PI";"22";"2211407";"VARZEA GRANDE"
"3262";"PI";"22";"2211506";"VERA MENDES"
"3263";"PI";"22";"2211605";"VILA NOVA DO PIAUI"
"3264";"PI";"22";"2211704";"WALL FERRAZ"
"3265";"PR";"41";"4100103";"ABATIA"
"3266";"PR";"41";"4100202";"ADRIANOPOLIS"
"3267";"PR";"41";"4100301";"AGUDOS DO SUL"
"3268";"PR";"41";"4100400";"ALMIRANTE TAMANDARE"
"3269";"PR";"41";"4100459";"ALTAMIRA DO PARANA"
"3270";"PR";"41";"4128625";"ALTO PARAISO"
"3271";"PR";"41";"4100608";"ALTO PARANA"
"3272";"PR";"41";"4100707";"ALTO PIQUIRI"
"3273";"PR";"41";"4100509";"ALTONIA"
"3274";"PR";"41";"4100806";"ALVORADA DO SUL"
"3275";"PR";"41";"4100905";"AMAPORA"
"3276";"PR";"41";"4101002";"AMPERE"
"3277";"PR";"41";"4101051";"ANAHY"
"3278";"PR";"41";"4101101";"ANDIRA"
"3279";"PR";"41";"4101150";"ANGULO"
"3280";"PR";"41";"4101200";"ANTONINA"
"3281";"PR";"41";"4101309";"ANTONIO OLINTO"
"3282";"PR";"41";"4101408";"APUCARANA"
"3283";"PR";"41";"4101507";"ARAPONGAS"
"3284";"PR";"41";"4101606";"ARAPOTI"
"3285";"PR";"41";"4101655";"ARAPUA"
"3286";"PR";"41";"4101705";"ARARUNA"
"3287";"PR";"41";"4101804";"ARAUCARIA"
"3288";"PR";"41";"4101853";"ARIRANHA DO IVAI"
"3289";"PR";"41";"4101903";"ASSAI"
"3290";"PR";"41";"4102000";"ASSIS CHATEAUBRIAND"
"3291";"PR";"41";"4102109";"ASTORGA"
"3292";"PR";"41";"4102208";"ATALAIA"
"3293";"PR";"41";"4102307";"BALSA NOVA"
"3294";"PR";"41";"4102406";"BANDEIRANTES"
"3295";"PR";"41";"4102505";"BARBOSA FERRAZ"
"3296";"PR";"41";"4102703";"BARRA DO JACARE"
"3297";"PR";"41";"4102604";"BARRACAO"
"3298";"PR";"41";"4102752";"BELA VISTA DA CAROBA"
"3299";"PR";"41";"4102802";"BELA VISTA DO PARAISO"
"3300";"PR";"41";"4102901";"BITURUNA"
"3301";"PR";"41";"4103008";"BOA ESPERANCA"
"3302";"PR";"41";"4103024";"BOA ESPERANCA DO IGUACU"
"3303";"PR";"41";"4103040";"BOA VENTURA DE SAO ROQUE"
"3304";"PR";"41";"4103057";"BOA VISTA DA APARECIDA"
"3305";"PR";"41";"4103107";"BOCAIUVA DO SUL"
"3306";"PR";"41";"4103156";"BOM JESUS DO SUL"
"3307";"PR";"41";"4103206";"BOM SUCESSO"
"3308";"PR";"41";"4103222";"BOM SUCESSO DO SUL"
"3309";"PR";"41";"4103305";"BORRAZOPOLIS"
"3310";"PR";"41";"4103354";"BRAGANEY"
"3311";"PR";"41";"4103370";"BRASILANDIA DO SUL"
"3312";"PR";"41";"4103404";"CAFEARA"
"3313";"PR";"41";"4103453";"CAFELANDIA"
"3314";"PR";"41";"4103479";"CAFEZAL DO SUL"
"3315";"PR";"41";"4103503";"CALIFORNIA"
"3316";"PR";"41";"4103602";"CAMBARA"
"3317";"PR";"41";"4103701";"CAMBE"
"3318";"PR";"41";"4103800";"CAMBIRA"
"3319";"PR";"41";"4103909";"CAMPINA DA LAGOA"
"3320";"PR";"41";"4103958";"CAMPINA DO SIMAO"
"3321";"PR";"41";"4104006";"CAMPINA GRANDE DO SUL"
"3322";"PR";"41";"4104055";"CAMPO BONITO"
"3323";"PR";"41";"4104105";"CAMPO DO TENENTE"
"3324";"PR";"41";"4104204";"CAMPO LARGO"
"3325";"PR";"41";"4104253";"CAMPO MAGRO"
"3326";"PR";"41";"4104303";"CAMPO MOURAO"
"3327";"PR";"41";"4104402";"CANDIDO DE ABREU"
"3328";"PR";"41";"4104428";"CANDOI"
"3329";"PR";"41";"4104451";"CANTAGALO"
"3330";"PR";"41";"4104501";"CAPANEMA"
"3331";"PR";"41";"4104600";"CAPITAO LEONIDAS MARQUES"
"3332";"PR";"41";"4104659";"CARAMBEI"
"3333";"PR";"41";"4104709";"CARLOPOLIS"
"3334";"PR";"41";"4104808";"CASCAVEL"
"3335";"PR";"41";"4104907";"CASTRO"
"3336";"PR";"41";"4105003";"CATANDUVAS"
"3337";"PR";"41";"4105102";"CENTENARIO DO SUL"
"3338";"PR";"41";"4105201";"CERRO AZUL"
"3339";"PR";"41";"4105300";"CEU AZUL"
"3340";"PR";"41";"4105409";"CHOPINZINHO"
"3341";"PR";"41";"4105508";"CIANORTE"
"3342";"PR";"41";"4105607";"CIDADE GAUCHA"
"3343";"PR";"41";"4105706";"CLEVELANDIA"
"3344";"PR";"41";"4105805";"COLOMBO"
"3345";"PR";"41";"4105904";"COLORADO"
"3346";"PR";"41";"4106001";"CONGONHINHAS"
"3347";"PR";"41";"4106100";"CONSELHEIRO MAIRINCK"
"3348";"PR";"41";"4106209";"CONTENDA"
"3349";"PR";"41";"4106308";"CORBELIA"
"3350";"PR";"41";"4106407";"CORNELIO PROCOPIO"
"3351";"PR";"41";"4106456";"CORONEL DOMINGOS SOARES"
"3352";"PR";"41";"4106506";"CORONEL VIVIDA"
"3353";"PR";"41";"4106555";"CORUMBATAI DO SUL"
"3354";"PR";"41";"4106803";"CRUZ MACHADO"
"3355";"PR";"41";"4106571";"CRUZEIRO DO IGUACU"
"3356";"PR";"41";"4106605";"CRUZEIRO DO OESTE"
"3357";"PR";"41";"4106704";"CRUZEIRO DO SUL"
"3358";"PR";"41";"4106852";"CRUZMALTINA"
"3359";"PR";"41";"4106902";"CURITIBA"
"3360";"PR";"41";"4107009";"CURIUVA"
"3361";"PR";"41";"4107157";"DIAMANTE D OESTE"
"3362";"PR";"41";"4107157";"DIAMANTE D'OESTE"
"3363";"PR";"41";"4107108";"DIAMANTE DO NORTE"
"3364";"PR";"41";"4107124";"DIAMANTE DO SUL"
"3365";"PR";"41";"4107157";"DIAMANTE DOESTE"
"3366";"PR";"41";"4107207";"DOIS VIZINHOS"
"3367";"PR";"41";"4107256";"DOURADINA"
"3368";"PR";"41";"4107306";"DOUTOR CAMARGO"
"3369";"PR";"41";"4128633";"DOUTOR ULYSSES"
"3370";"PR";"41";"4107405";"ENEAS MARQUES"
"3371";"PR";"41";"4107504";"ENGENHEIRO BELTRAO"
"3372";"PR";"41";"4107538";"ENTRE RIOS DO OESTE"
"3373";"PR";"41";"4107520";"ESPERANCA NOVA"
"3374";"PR";"41";"4107546";"ESPIGAO ALTO DO IGUACU"
"3375";"PR";"41";"4107553";"FAROL"
"3376";"PR";"41";"4107603";"FAXINAL"
"3377";"PR";"41";"4107652";"FAZENDA RIO GRANDE"
"3378";"PR";"41";"4107702";"FENIX"
"3379";"PR";"41";"4107736";"FERNANDES PINHEIRO"
"3380";"PR";"41";"4107751";"FIGUEIRA"
"3381";"PR";"41";"4107850";"FLOR DA SERRA DO SUL"
"3382";"PR";"41";"4107801";"FLORAI"
"3383";"PR";"41";"4107900";"FLORESTA"
"3384";"PR";"41";"4108007";"FLORESTOPOLIS"
"3385";"PR";"41";"4108106";"FLORIDA"
"3386";"PR";"41";"4108205";"FORMOSA DO OESTE"
"3387";"PR";"41";"4108304";"FOZ DO IGUACU"
"3388";"PR";"41";"4108452";"FOZ DO JORDAO"
"3389";"PR";"41";"4108320";"FRANCISCO ALVES"
"3390";"PR";"41";"4108403";"FRANCISCO BELTRAO"
"3391";"PR";"41";"4108502";"GENERAL CARNEIRO"
"3392";"PR";"41";"4108551";"GODOY MOREIRA"
"3393";"PR";"41";"4108601";"GOIOERE"
"3394";"PR";"41";"4108650";"GOIOXIM"
"3395";"PR";"41";"4108700";"GRANDES RIOS"
"3396";"PR";"41";"4108809";"GUAIRA"
"3397";"PR";"41";"4108908";"GUAIRACA"
"3398";"PR";"41";"4108957";"GUAMIRANGA"
"3399";"PR";"41";"4109005";"GUAPIRAMA"
"3400";"PR";"41";"4109104";"GUAPOREMA"
"3401";"PR";"41";"4109203";"GUARACI"
"3402";"PR";"41";"4109302";"GUARANIACU"
"3403";"PR";"41";"4109401";"GUARAPUAVA"
"3404";"PR";"41";"4109500";"GUARAQUECABA"
"3405";"PR";"41";"4109609";"GUARATUBA"
"3406";"PR";"41";"4109658";"HONORIO SERPA"
"3407";"PR";"41";"4109708";"IBAITI"
"3408";"PR";"41";"4109757";"IBEMA"
"3409";"PR";"41";"4109807";"IBIPORA"
"3410";"PR";"41";"4109906";"ICARAIMA"
"3411";"PR";"41";"4110003";"IGUARACU"
"3412";"PR";"41";"4110052";"IGUATU"
"3413";"PR";"41";"4110078";"IMBAU"
"3414";"PR";"41";"4110102";"IMBITUVA"
"3415";"PR";"41";"4110201";"INACIO MARTINS"
"3416";"PR";"41";"4110300";"INAJA"
"3417";"PR";"41";"4110409";"INDIANOPOLIS"
"3418";"PR";"41";"4110508";"IPIRANGA"
"3419";"PR";"41";"4110607";"IPORA"
"3420";"PR";"41";"4110656";"IRACEMA DO OESTE"
"3421";"PR";"41";"4110706";"IRATI"
"3422";"PR";"41";"4110805";"IRETAMA"
"3423";"PR";"41";"4110904";"ITAGUAJE"
"3424";"PR";"41";"4110953";"ITAIPULANDIA"
"3425";"PR";"41";"4111001";"ITAMBARACA"
"3426";"PR";"41";"4111100";"ITAMBE"
"3427";"PR";"41";"4111209";"ITAPEJARA D OESTE"
"3428";"PR";"41";"4111209";"ITAPEJARA D'OESTE"
"3429";"PR";"41";"4111209";"ITAPEJARA DOESTE"
"3430";"PR";"41";"4111258";"ITAPERUCU"
"3431";"PR";"41";"4111308";"ITAUNA DO SUL"
"3432";"PR";"41";"4111407";"IVAI"
"3433";"PR";"41";"4111506";"IVAIPORA"
"3434";"PR";"41";"4111555";"IVATE"
"3435";"PR";"41";"4111605";"IVATUBA"
"3436";"PR";"41";"4111704";"JABOTI"
"3437";"PR";"41";"4111803";"JACAREZINHO"
"3438";"PR";"41";"4111902";"JAGUAPITA"
"3439";"PR";"41";"4112009";"JAGUARIAIVA"
"3440";"PR";"41";"4112108";"JANDAIA DO SUL"
"3441";"PR";"41";"4112207";"JANIOPOLIS"
"3442";"PR";"41";"4112306";"JAPIRA"
"3443";"PR";"41";"4112405";"JAPURA"
"3444";"PR";"41";"4112504";"JARDIM ALEGRE"
"3445";"PR";"41";"4112603";"JARDIM OLINDA"
"3446";"PR";"41";"4112702";"JATAIZINHO"
"3447";"PR";"41";"4112751";"JESUITAS"
"3448";"PR";"41";"4112801";"JOAQUIM TAVORA"
"3449";"PR";"41";"4112900";"JUNDIAI DO SUL"
"3450";"PR";"41";"4112959";"JURANDA"
"3451";"PR";"41";"4113007";"JUSSARA"
"3452";"PR";"41";"4113106";"KALORE"
"3453";"PR";"41";"4113205";"LAPA"
"3454";"PR";"41";"4113254";"LARANJAL"
"3455";"PR";"41";"4113304";"LARANJEIRAS DO SUL"
"3456";"PR";"41";"4113403";"LEOPOLIS"
"3457";"PR";"41";"4113429";"LIDIANOPOLIS"
"3458";"PR";"41";"4113452";"LINDOESTE"
"3459";"PR";"41";"4113502";"LOANDA"
"3460";"PR";"41";"4113601";"LOBATO"
"3461";"PR";"41";"4113700";"LONDRINA"
"3462";"PR";"41";"4113734";"LUIZIANA"
"3463";"PR";"41";"4113759";"LUNARDELLI"
"3464";"PR";"41";"4113809";"LUPIONOPOLIS"
"3465";"PR";"41";"4113908";"MALLET"
"3466";"PR";"41";"4114005";"MAMBORE"
"3467";"PR";"41";"4114104";"MANDAGUACU"
"3468";"PR";"41";"4114203";"MANDAGUARI"
"3469";"PR";"41";"4114302";"MANDIRITUBA"
"3470";"PR";"41";"4114351";"MANFRINOPOLIS"
"3471";"PR";"41";"4114401";"MANGUEIRINHA"
"3472";"PR";"41";"4114500";"MANOEL RIBAS"
"3473";"PR";"41";"4114609";"MARECHAL CANDIDO RONDON"
"3474";"PR";"41";"4114708";"MARIA HELENA"
"3475";"PR";"41";"4114807";"MARIALVA"
"3476";"PR";"41";"4114906";"MARILANDIA DO SUL"
"3477";"PR";"41";"4115002";"MARILENA"
"3478";"PR";"41";"4115101";"MARILUZ"
"3479";"PR";"41";"4115200";"MARINGA"
"3480";"PR";"41";"4115309";"MARIOPOLIS"
"3481";"PR";"41";"4115358";"MARIPA"
"3482";"PR";"41";"4115408";"MARMELEIRO"
"3483";"PR";"41";"4115457";"MARQUINHO"
"3484";"PR";"41";"4115507";"MARUMBI"
"3485";"PR";"41";"4115606";"MATELANDIA"
"3486";"PR";"41";"4115705";"MATINHOS"
"3487";"PR";"41";"4115739";"MATO RICO"
"3488";"PR";"41";"4115754";"MAUA DA SERRA"
"3489";"PR";"41";"4115804";"MEDIANEIRA"
"3490";"PR";"41";"4115853";"MERCEDES"
"3491";"PR";"41";"4115903";"MIRADOR"
"3492";"PR";"41";"4116000";"MIRASELVA"
"3493";"PR";"41";"4116059";"MISSAL"
"3494";"PR";"41";"4116109";"MOREIRA SALES"
"3495";"PR";"41";"4116208";"MORRETES"
"3496";"PR";"41";"4116307";"MUNHOZ DE MELO"
"3497";"PR";"41";"4116406";"NOSSA SENHORA DAS GRACAS"
"3498";"PR";"41";"4116505";"NOVA ALIANCA DO IVAI"
"3499";"PR";"41";"4116604";"NOVA AMERICA DA COLINA"
"3500";"PR";"41";"4116703";"NOVA AURORA"
"3501";"PR";"41";"4116802";"NOVA CANTU"
"3502";"PR";"41";"4116901";"NOVA ESPERANCA"
"3503";"PR";"41";"4116950";"NOVA ESPERANCA DO SUDOESTE"
"3504";"PR";"41";"4117008";"NOVA FATIMA"
"3505";"PR";"41";"4117057";"NOVA LARANJEIRAS"
"3506";"PR";"41";"4117107";"NOVA LONDRINA"
"3507";"PR";"41";"4117206";"NOVA OLIMPIA"
"3508";"PR";"41";"4117255";"NOVA PRATA DO IGUACU"
"3509";"PR";"41";"4117214";"NOVA SANTA BARBARA"
"3510";"PR";"41";"4117222";"NOVA SANTA ROSA"
"3511";"PR";"41";"4117271";"NOVA TEBAS"
"3512";"PR";"41";"4117297";"NOVO ITACOLOMI"
"3513";"PR";"41";"4117305";"ORTIGUEIRA"
"3514";"PR";"41";"4117404";"OURIZONA"
"3515";"PR";"41";"4117453";"OURO VERDE DO OESTE"
"3516";"PR";"41";"4117503";"PAICANDU"
"3517";"PR";"41";"4117602";"PALMAS"
"3518";"PR";"41";"4117701";"PALMEIRA"
"3519";"PR";"41";"4117800";"PALMITAL"
"3520";"PR";"41";"4117909";"PALOTINA"
"3521";"PR";"41";"4118006";"PARAISO DO NORTE"
"3522";"PR";"41";"4118105";"PARANACITY"
"3523";"PR";"41";"4118204";"PARANAGUA"
"3524";"PR";"41";"4118303";"PARANAPOEMA"
